1400000	视频活动
1400001	土豆
1400002	优酷
1400003	迅雷
1400004	新浪视频
1400005	56
1400006	酷6网
1400007	QQ播客
1400008	搜狐播客
1400009	乐视网
1400010	六间房
1400011	酷溜网
1400012	我乐网
1400013	爆米花视频
1400014	琥珀网
1400015	PPLive
1400016	激动网
1400017	播视网
1400018	网易视频
1400019	奇艺网络
1400020	爱西柚
1400021	追风电影网
1401007	多米音乐
1401008	酷狗音乐
1401009	流行音乐网
1409001	熊猫TV
1409002	斗鱼
1409003	花椒
1409004	哔哩哔哩动画
1409005	腾讯微视
1409006	豆瓣电影
1409999	其他
