1390000	音频活动
1390001	土豆
1390002	优酷
1390003	迅雷
1390004	新浪视频
1390005	56
1390006	酷6网
1390007	QQ播客
1390008	搜狐播客
1390009	乐视网
1390010	六间房
1390011	酷溜网
1390012	我乐网
1390013	爆米花视频
1390014	琥珀网
1390015	PPLive
1390016	激动网
1390017	播视网
1390018	网易视频
1390019	奇艺网络
1390020	爱西柚
1390021	追风电影网
1391007	多米音乐
1391008	酷狗音乐
1391009	流行音乐网
1399023	四川新闻网
1399999	其他
